YearEnd,LocationDesc,Question,Data_Value,Age_years,GeoLocation
2019,New York,Percent of adults aged 18 years and older who have obesity,31.8,35 - 44,"(42.82700103200045, -75.54397042699964)"
2019,Delaware,Percent of adults aged 18 years and older who have obesity,32.6,65 or older,"(39.008830667000495, -75.57774116799965)"
2019,Idaho,Percent of adults aged 18 years and older who have obesity,30.2,35 - 44,"(43.682630005000476, -114.3637300419997)"
2019,Maryland,Percent of adults aged 18 years and older who have obesity,30.2,25 - 34,"(39.29058096400047, -76.60926011099963)"
2011,Kentucky,Percent of adults aged 18 years and older who have obesity,21.2,18 - 24,"(37.645970271, -84.774971048)"
2019,Iowa,Percent of adults aged 18 years and older who have obesity,39.1,55 - 64,"(42.46940091300047, -93.81649055599968)"
2011,Pennsylvania,Percent of adults aged 18 years and older who have obesity,23.5,25 - 34,"(40.793730152, -77.860700294)"
2012,Hawaii,Percent of adults aged 18 years and older who have obesity,17.3,18 - 24,"(21.304850435, -157.857749403)"
2019,Montana,Percent of adults aged 18 years and older who have obesity,29.5,65 or older,"(47.06652897200047, -109.42442064499971)"
2019,New Hampshire,Percent of adults aged 18 years and older who have obesity,37.6,35 - 44,"(43.65595011300047, -71.50036091999965)"
2019,Indiana,Percent of adults aged 18 years and older who have obesity,33.6,65 or older,"(39.766910452000445, -86.14996019399968)"
2019,West Virginia,Percent of adults aged 18 years and older who have obesity,42.6,35 - 44,"(38.66551020200046, -80.71264013499967)"
2019,Texas,Percent of adults aged 18 years and older who have obesity,29.8,65 or older,"(31.827240407000488, -99.42677020599967)"
2013,North Carolina,Percent of adults aged 18 years and older who have obesity,37.0,55 - 64,"(35.466220975, -79.159250463)"
2013,Montana,Percent of adults aged 18 years and older who have obesity,27.7,55 - 64,"(47.066528972, -109.424420645)"
2014,Pennsylvania,Percent of adults aged 18 years and older who have obesity,33.2,45 - 54,"(40.793730152, -77.860700294)"
2019,Puerto Rico,Percent of adults aged 18 years and older who have obesity,21.2,18 - 24,"(18.220833, -66.590149)"
2012,Mississippi,Percent of adults aged 18 years and older who have obesity,40.9,35 - 44,"(32.745510099, -89.538030825)"
2014,Indiana,Percent of adults aged 18 years and older who have obesity,19.9,18 - 24,"(39.766910452, -86.149960194)"
2013,Ohio,Percent of adults aged 18 years and older who have obesity,35.0,45 - 54,"(40.060210141, -82.404260056)"
2015,Wyoming,Percent of adults aged 18 years and older who have obesity,20.4,18 - 24,"(43.235541343, -108.109830353)"
2011,Idaho,Percent of adults aged 18 years and older who have obesity,32.0,45 - 54,"(43.682630005, -114.363730042)"
2013,Hawaii,Percent of adults aged 18 years and older who have obesity,16.1,65 or older,"(21.304850435, -157.857749403)"
2019,Vermont,Percent of adults aged 18 years and older who have obesity,15.0,18 - 24,"(43.62538123900049, -72.51764079099962)"
2019,Guam,Percent of adults aged 18 years and older who have obesity,39.3,35 - 44,"(13.444304, 144.793731)"
2019,South Carolina,Percent of adults aged 18 years and older who have obesity,35.5,25 - 34,"(33.998821303000454, -81.04537120699968)"
2019,Maine,Percent of adults aged 18 years and older who have obesity,40.3,45 - 54,"(45.254228894000505, -68.98503133599962)"
2011,South Dakota,Percent of adults aged 18 years and older who have obesity,34.9,55 - 64,"(44.353130053, -100.373530637)"
2019,Washington,Percent of adults aged 18 years and older who have obesity,33.1,55 - 64,"(47.52227862900048, -120.47001078999972)"
2019,California,Percent of adults aged 18 years and older who have obesity,23.3,65 or older,"(37.63864012300047, -120.99999953799971)"
2019,Wisconsin,Percent of adults aged 18 years and older who have obesity,38.7,35 - 44,"(44.39319117400049, -89.81637074199966)"
2012,Alaska,Percent of adults aged 18 years and older who have obesity,20.1,25 - 34,"(64.845079957001, -147.722059036)"
2019,Florida,Percent of adults aged 18 years and older who have obesity,26.8,35 - 44,"(28.932040377000476, -81.92896053899966)"
2014,Kentucky,Percent of adults aged 18 years and older who have obesity,37.1,45 - 54,"(37.645970271, -84.774971048)"
2019,Georgia,Percent of adults aged 18 years and older who have obesity,40.1,35 - 44,"(32.83968109300048, -83.62758034599966)"
2019,Minnesota,Percent of adults aged 18 years and older who have obesity,26.8,25 - 34,"(46.35564873600049, -94.79420050299967)"
2019,Arkansas,Percent of adults aged 18 years and older who have obesity,36.3,25 - 34,"(34.74865012400045, -92.27449074299966)"
2015,Michigan,Percent of adults aged 18 years and older who have obesity,35.7,45 - 54,"(44.661319543001, -84.71439027)"
2019,Ohio,Percent of adults aged 18 years and older who have obesity,20.8,18 - 24,"(40.06021014100048, -82.40426005599966)"
2019,Nebraska,Percent of adults aged 18 years and older who have obesity,40.4,55 - 64,"(41.6410409880005, -99.36572062299967)"
2019,Alabama,Percent of adults aged 18 years and older who have obesity,41.5,45 - 54,"(32.84057112200048, -86.63186076199969)"
2015,Washington,Percent of adults aged 18 years and older who have obesity,24.3,25 - 34,"(47.522278629, -120.47001079)"
2019,Connecticut,Percent of adults aged 18 years and older who have obesity,18.1,18 - 24,"(41.56266102000046, -72.64984095199964)"
2019,Virginia,Percent of adults aged 18 years and older who have obesity,29.7,65 or older,"(37.54268067400045, -78.45789046299967)"
2011,Delaware,Percent of adults aged 18 years and older who have obesity,14.2,18 - 24,"(39.008830667, -75.577741168)"
2019,Texas,Percent of adults aged 18 years and older who have obesity,36.0,25 - 34,"(31.827240407000488, -99.42677020599967)"
2012,New Mexico,Percent of adults aged 18 years and older who have obesity,20.4,65 or older,"(34.520880952, -106.240580985)"
2019,Michigan,Percent of adults aged 18 years and older who have obesity,33.9,25 - 34,"(44.6613195430005, -84.71439026999968)"
2011,Maryland,Percent of adults aged 18 years and older who have obesity,26.1,65 or older,"(39.290580964, -76.609260111)"
2019,Missouri,Percent of adults aged 18 years and older who have obesity,37.7,55 - 64,"(38.635790776000476, -92.56630005299968)"
2015,Iowa,Percent of adults aged 18 years and older who have obesity,32.2,25 - 34,"(42.469400913, -93.816490556)"
2015,Nebraska,Percent of adults aged 18 years and older who have obesity,36.5,55 - 64,"(41.641040988001, -99.365720623)"
2019,Arizona,Percent of adults aged 18 years and older who have obesity,39.9,45 - 54,"(34.865970280000454, -111.76381127699972)"
2019,Kansas,Percent of adults aged 18 years and older who have obesity,23.8,18 - 24,"(38.34774030000045, -98.20078122699965)"
2019,Vermont,Percent of adults aged 18 years and older who have obesity,30.3,55 - 64,"(43.62538123900049, -72.51764079099962)"
2012,Tennessee,Percent of adults aged 18 years and older who have obesity,37.0,55 - 64,"(35.68094058, -85.774490914)"
2014,Nebraska,Percent of adults aged 18 years and older who have obesity,33.8,35 - 44,"(41.641040988001, -99.365720623)"
2019,Kansas,Percent of adults aged 18 years and older who have obesity,32.9,65 or older,"(38.34774030000045, -98.20078122699965)"
2015,Arizona,Percent of adults aged 18 years and older who have obesity,33.4,55 - 64,"(34.86597028, -111.763811277)"
2019,New Mexico,Percent of adults aged 18 years and older who have obesity,32.9,35 - 44,"(34.52088095200048, -106.24058098499967)"
2019,Nevada,Percent of adults aged 18 years and older who have obesity,34.8,35 - 44,"(39.493240390000494, -117.07184056399967)"
2019,Minnesota,Percent of adults aged 18 years and older who have obesity,29.7,65 or older,"(46.35564873600049, -94.79420050299967)"
2019,Pennsylvania,Percent of adults aged 18 years and older who have obesity,31.9,65 or older,"(40.79373015200048, -77.86070029399963)"
2011,South Dakota,Percent of adults aged 18 years and older who have obesity,33.3,45 - 54,"(44.353130053, -100.373530637)"
2019,Tennessee,Percent of adults aged 18 years and older who have obesity,38.7,25 - 34,"(35.68094058000048, -85.77449091399967)"
2011,Arkansas,Percent of adults aged 18 years and older who have obesity,26.1,65 or older,"(34.748650124, -92.274490743)"
2012,Kentucky,Percent of adults aged 18 years and older who have obesity,17.2,18 - 24,"(37.645970271, -84.774971048)"
2015,Virginia,Percent of adults aged 18 years and older who have obesity,33.9,45 - 54,"(37.542680674, -78.457890463)"
2019,Kentucky,Percent of adults aged 18 years and older who have obesity,32.6,65 or older,"(37.645970271000465, -84.77497104799966)"
2019,Ohio,Percent of adults aged 18 years and older who have obesity,42.2,55 - 64,"(40.06021014100048, -82.40426005599966)"
2015,Vermont,Percent of adults aged 18 years and older who have obesity,13.0,18 - 24,"(43.625381239, -72.517640791)"
2013,Maryland,Percent of adults aged 18 years and older who have obesity,25.5,25 - 34,"(39.290580964, -76.609260111)"
2019,Massachusetts,Percent of adults aged 18 years and older who have obesity,26.1,45 - 54,"(42.27687047000046, -72.08269067499964)"
2012,Utah,Percent of adults aged 18 years and older who have obesity,21.8,25 - 34,"(39.360700171, -111.587130635)"
2013,South Carolina,Percent of adults aged 18 years and older who have obesity,34.2,25 - 34,"(33.998821303, -81.045371207)"
2012,Colorado,Percent of adults aged 18 years and older who have obesity,16.6,25 - 34,"(38.843840757, -106.133610921)"
2019,Nebraska,Percent of adults aged 18 years and older who have obesity,30.6,25 - 34,"(41.6410409880005, -99.36572062299967)"
2019,Oklahoma,Percent of adults aged 18 years and older who have obesity,26.6,18 - 24,"(35.47203135600046, -97.52107021399968)"
2019,Tennessee,Percent of adults aged 18 years and older who have obesity,41.6,55 - 64,"(35.68094058000048, -85.77449091399967)"
2013,Hawaii,Percent of adults aged 18 years and older who have obesity,15.0,18 - 24,"(21.304850435, -157.857749403)"
2013,Kansas,Percent of adults aged 18 years and older who have obesity,18.1,18 - 24,"(38.3477403, -98.200781227)"
2019,New Mexico,Percent of adults aged 18 years and older who have obesity,39.7,45 - 54,"(34.52088095200048, -106.24058098499967)"
2011,Iowa,Percent of adults aged 18 years and older who have obesity,32.7,35 - 44,"(42.469400913, -93.816490556)"
2012,Arkansas,Percent of adults aged 18 years and older who have obesity,33.7,25 - 34,"(34.748650124, -92.274490743)"
2019,Oklahoma,Percent of adults aged 18 years and older who have obesity,31.2,65 or older,"(35.47203135600046, -97.52107021399968)"
2019,Puerto Rico,Percent of adults aged 18 years and older who have obesity,35.5,35 - 44,"(18.220833, -66.590149)"
2019,Washington,Percent of adults aged 18 years and older who have obesity,25.2,25 - 34,"(47.52227862900048, -120.47001078999972)"
2019,Utah,Percent of adults aged 18 years and older who have obesity,35.1,45 - 54,"(39.360700171000474, -111.58713063499971)"
2019,Kansas,Percent of adults aged 18 years and older who have obesity,40.1,55 - 64,"(38.34774030000045, -98.20078122699965)"
2013,Tennessee,Percent of adults aged 18 years and older who have obesity,33.5,25 - 34,"(35.68094058, -85.774490914)"
2013,Colorado,Percent of adults aged 18 years and older who have obesity,24.9,55 - 64,"(38.843840757, -106.133610921)"
2012,Ohio,Percent of adults aged 18 years and older who have obesity,35.2,55 - 64,"(40.060210141, -82.404260056)"
2015,New York,Percent of adults aged 18 years and older who have obesity,24.9,65 or older,"(42.827001032, -75.543970427)"
2011,Colorado,Percent of adults aged 18 years and older who have obesity,24.2,45 - 54,"(38.843840757, -106.133610921)"
2012,Kansas,Percent of adults aged 18 years and older who have obesity,30.2,25 - 34,"(38.3477403, -98.200781227)"
2015,Montana,Percent of adults aged 18 years and older who have obesity,23.2,65 or older,"(47.066528972, -109.424420645)"
2012,Connecticut,Percent of adults aged 18 years and older who have obesity,28.7,25 - 34,"(41.56266102, -72.649840952)"
2019,Florida,Percent of adults aged 18 years and older who have obesity,21.8,25 - 34,"(28.932040377000476, -81.92896053899966)"
2019,Arkansas,Percent of adults aged 18 years and older who have obesity,40.6,55 - 64,"(34.74865012400045, -92.27449074299966)"
2011,Nebraska,Percent of adults aged 18 years and older who have obesity,32.8,35 - 44,"(41.641040988001, -99.365720623)"
2012,Arkansas,Percent of adults aged 18 years and older who have obesity,27.1,18 - 24,"(34.748650124, -92.274490743)"
2012,New Mexico,Percent of adults aged 18 years and older who have obesity,32.3,45 - 54,"(34.520880952, -106.240580985)"
2019,Pennsylvania,Percent of adults aged 18 years and older who have obesity,27.7,25 - 34,"(40.79373015200048, -77.86070029399963)"
2015,Oregon,Percent of adults aged 18 years and older who have obesity,35.0,35 - 44,"(44.567449424, -120.155031326)"
2019,District of Columbia,Percent of adults aged 18 years and older who have obesity,18.7,25 - 34,"(38.89037138500049, -77.03196112699965)"
2019,Colorado,Percent of adults aged 18 years and older who have obesity,27.4,45 - 54,"(38.843840757000464, -106.13361092099967)"
2015,Vermont,Percent of adults aged 18 years and older who have obesity,25.4,25 - 34,"(43.625381239, -72.517640791)"
2013,Oregon,Percent of adults aged 18 years and older who have obesity,30.4,45 - 54,"(44.567449424, -120.155031326)"
2015,Iowa,Percent of adults aged 18 years and older who have obesity,36.6,45 - 54,"(42.469400913, -93.816490556)"
2019,Mississippi,Percent of adults aged 18 years and older who have obesity,50.1,45 - 54,"(32.745510099000455, -89.53803082499968)"
2013,Ohio,Percent of adults aged 18 years and older who have obesity,37.4,55 - 64,"(40.060210141, -82.404260056)"
2019,Louisiana,Percent of adults aged 18 years and older who have obesity,30.2,65 or older,"(31.31266064400046, -92.44568007099969)"
2012,North Carolina,Percent of adults aged 18 years and older who have obesity,20.1,18 - 24,"(35.466220975, -79.159250463)"
2012,Maine,Percent of adults aged 18 years and older who have obesity,14.4,18 - 24,"(45.254228894001, -68.985031336)"
2019,Oregon,Percent of adults aged 18 years and older who have obesity,28.4,65 or older,"(44.56744942400047, -120.15503132599969)"
2019,Iowa,Percent of adults aged 18 years and older who have obesity,17.7,18 - 24,"(42.46940091300047, -93.81649055599968)"
2014,Iowa,Percent of adults aged 18 years and older who have obesity,30.9,65 or older,"(42.469400913, -93.816490556)"
2015,Georgia,Percent of adults aged 18 years and older who have obesity,36.0,45 - 54,"(32.839681093, -83.627580346)"
